,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,first_review,last_review,instant_bookable,Unnamed: 0,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
257,25/05/2013,within an hour,94%,77%,"['email', 'phone']",Schwabing-West,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Laundromat nearby"", ""Paid dryer \u2013 In building"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Hair dryer"", ""Shower gel"", ""TV with standard cable"", ""First aid kit"", ""Essentials"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Mini fridge"", ""Body soap"", ""Toaster""]",$265.00,t,08/04/2015,18/08/2023,f,391,6569200,6.0,11.0,48.16531,11.5625,6.0,1.0,0.0,3.0,1.0,1125,1.0,1125.0,1,1,1,1,17.0,0.0,0.0,4.24,4.59,4.53,4.29,4.18,4.47,4.12,3.0,3.0,0.0,0.0,0.15
258,30/09/2014,within an hour,100%,86%,"['email', 'phone', 'work_email']",Ramersdorf-Perlach,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Outlet covers"", ""Outdoor furniture"", ""Mosquito net"", ""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Lockbox"", ""Courtyard view"", ""Self check-in"", ""Dishes and silverware"", ""Zanussi electric stove"", ""Blender"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Microwave"", ""Iron"", ""Freezer"", ""Fast wifi \u2013 55 Mbps"", ""Free street parking"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""DM body soap"", ""Hot water"", ""Oven"", ""Samsung sound system with Bluetooth and aux"", ""Cleaning available during stay"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Paid washer \u2013 In building"", ""Board games"", ""Dining table"", ""Outdoor dining area"", ""40 inch HDTV with standard cable"", ""Kitchen"", ""Toaster""]",$156.00,t,15/04/2015,18/08/2024,f,393,21967963,6.0,7.0,48.10429,11.61918,2.0,1.0,0.0,1.0,3.0,28,3.0,28.0,6,24,34,201,234.0,14.0,0.0,4.85,4.91,4.95,4.91,4.91,4.52,4.8,1.0,1.0,0.0,0.0,2.03
259,14/12/2014,within an hour,100%,50%,"['email', 'phone']",Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Sonos sound system"", ""Courtyard view"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Game console: PS5"", ""Washer"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""TV with standard cable"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Shampoo"", ""Smoke alarm"", ""Smart lock"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Mini fridge"", ""Body soap""]",$386.00,t,02/10/2016,20/04/2024,f,394,24818834,1.0,1.0,48.14722,11.54434,4.0,1.0,1.0,2.0,2.0,1125,2.0,1125.0,5,5,5,5,9.0,4.0,0.0,5.0,5.0,4.67,4.89,4.89,4.67,4.56,1.0,1.0,0.0,0.0,0.09
260,04/02/2014,within a few hours,100%,88%,"['email', 'phone']",Schwabing-West,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Backyard"", ""Bed linens"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Clothing storage"", ""Essentials"", ""Refrigerator"", ""Books and reading material"", ""Private patio or balcony"", ""Kitchen"", ""Wifi"", ""Body soap""]",$98.00,t,15/05/2015,02/03/2024,f,396,11930634,8.0,10.0,48.15747,11.5624,2.0,1.0,1.0,0.0,10.0,365,10.0,1125.0,4,31,61,336,5.0,1.0,0.0,4.4,4.33,4.0,5.0,4.9,5.0,4.33,3.0,3.0,0.0,0.0,0.04
261,16/09/2013,within a day,80%,50%,"['email', 'phone']",Sendling,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Dishes and silverware"", ""Bed linens"", ""Dedicated workspace"", ""Washer"", ""Laundromat nearby"", ""Bluetooth sound system"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""Babysitter recommendations"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Essentials"", ""Dishwasher"", ""Other gas stove"", ""Drying rack for clothing"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Board games"", ""Dining table"", ""Kitchen"", ""Wifi""]",$149.00,t,26/01/2015,17/08/2024,f,397,8866639,1.0,1.0,48.11792,11.54309,4.0,1.0,2.0,2.0,2.0,14,2.0,14.0,0,7,8,65,4.0,2.0,0.0,4.75,4.5,4.75,4.5,5.0,4.75,4.5,1.0,1.0,0.0,0.0,0.03
262,21/07/2014,within a few hours,100%,72%,"['email', 'phone']",Au-Haidhausen,Private room in rental unit,Private room,1 shared bath,"[""Smoke alarm"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hot water"", ""Coffee maker"", ""Extra pillows and blankets"", ""First aid kit"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Room-darkening shades"", ""Wifi"", ""Bed linens""]",$125.00,t,31/07/2023,23/09/2024,f,398,18530862,1.0,1.0,48.12491,11.57914,2.0,1.0,1.0,1.0,2.0,4,2.0,4.0,13,43,65,212,30.0,19.0,1.0,4.97,4.9,5.0,5.0,4.97,4.97,4.8,1.0,0.0,1.0,0.0,2.13
263,21/12/2014,within a few hours,100%,91%,"['email', 'phone']",Sendling-Westpark,Private room in condo,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Outdoor furniture"", ""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Park view"", ""Dishes and silverware"", ""Host greets you"", ""Portable fans"", ""Elevator"", ""Bed linens"", ""Outdoor playground"", ""Dedicated workspace"", ""Hangers"", ""Laundromat nearby"", ""Paid dryer \u2013 In building"", ""Microwave"", ""Iron"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Bathtub"", ""Private pool - available all year, open specific hours"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Shared sauna"", ""HDTV with standard cable, Netflix, Amazon Prime Video, DVD player"", ""Essentials"", ""Dishwasher"", ""Paid street parking off premises"", ""Shampoo"", ""Refrigerator"", ""Smoking allowed"", ""Books and reading material"", ""Smoke alarm"", ""Central heating"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Paid washer \u2013 In building"", ""Dining table"", ""Wifi"", ""Body soap""]",$116.00,t,02/01/2015,21/09/2024,f,399,25052266,1.0,1.0,48.11337,11.52778,2.0,1.0,1.0,1.0,2.0,1125,2.0,1125.0,2,25,55,55,30.6,59.0,6.0,4.88,4.94,4.92,4.83,4.86,4.82,4.86,1.0,0.0,1.0,0.0,3.36
264,22/12/2014,within a few hours,100%,78%,"['email', 'phone', 'work_email']",Au-Haidhausen,Private room in rental unit,Private room,2.5 baths,"[""BBQ grill"", ""Luggage dropoff allowed"", ""Heating"", ""Paid washer \u2013 In unit"", ""Coffee maker"", ""Dryer"", ""Single level home"", ""Dishes and silverware"", ""Crib"", ""Host greets you"", ""Elevator"", ""Fast wifi \u2013 243 Mbps"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Iron"", ""Lock on bedroom door"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Oven"", ""Hair dryer"", ""High chair"", ""Pets allowed"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Refrigerator"", ""Central air conditioning"", ""TV with standard cable, Amazon Prime Video, Chromecast, Apple TV, Fire TV"", ""Game console"", ""Private patio or balcony"", ""Kitchen"", ""Breakfast""]",$133.00,t,11/07/2016,28/07/2024,f,401,25086843,1.0,1.0,48.12216,11.59223,1.0,1.1,1.0,1.0,1.0,1125,1.0,1125.0,27,57,87,177,49.0,3.0,0.0,4.55,4.67,4.24,4.76,4.84,4.73,4.59,1.0,0.0,1.0,0.0,0.49
265,25/05/2013,within an hour,94%,77%,"['email', 'phone']",Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Heating"", ""Coffee maker"", ""50 inch HDTV with Apple TV, Fire TV, standard cable"", ""Dryer"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Crib"", ""Backyard"", ""Stove"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""Washer"", ""Microwave"", ""Iron"", ""Garden view"", ""Bathtub"", ""Cooking basics"", ""Oven"", ""Cleaning available during stay"", ""Hair dryer"", ""Pets allowed"", ""Shower gel"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Game console"", ""Paid parking on premises"", ""Kitchen"", ""Wifi""]",$437.00,t,07/08/2015,28/09/2023,f,402,6569200,6.0,11.0,48.1511204,11.57518243,6.0,1.0,1.0,4.0,1.0,1125,1.0,1125.0,23,53,83,358,15.0,1.0,0.0,4.33,4.27,4.87,4.9,4.9,4.8,4.33,3.0,3.0,0.0,0.0,0.13
266,08/01/2014,within an hour,100%,81%,"['email', 'phone']",Schwanthalerhöhe,Entire serviced apartment,Entire home/apt,1 bath,"[""Smoke alarm"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Hot water"", ""Heating"", ""Hair dryer"", ""Essentials"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Host greets you"", ""Wifi"", ""Exterior security cameras on property"", ""Shampoo"", ""Refrigerator"", ""Bed linens""]",$346.00,t,21/05/2017,22/12/2023,f,406,11120394,3.0,7.0,48.13673,11.54185,2.7,1.0,1.2,1.5,1.0,1125,1.1,1125.0,2,9,17,17,77.0,2.0,0.0,4.56,4.75,4.79,4.77,4.7,4.7,4.48,3.0,3.0,0.0,0.0,0.86
267,22/01/2015,within an hour,100%,73%,"['email', 'phone']",Maxvorstadt,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$131.00,t,31/05/2015,30/08/2024,f,408,26514246,2.0,3.0,48.15593,11.56836,1.0,1.0,1.0,1.0,30.0,100,19.2,100.0,8,17,47,227,27.0,2.0,1.0,4.59,4.67,4.44,4.93,4.85,4.96,4.37,1.0,0.0,1.0,0.0,0.24
268,27/10/2013,within a day,100%,77%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Entire condo,Entire home/apt,1.5 baths,"[""Heating"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Backyard"", ""Stove"", ""Host greets you"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Washer"", ""Iron"", ""Patio or balcony"", ""Paid parking off premises"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Pets allowed"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",$844.00,t,18/03/2015,03/09/2024,f,409,9666241,1.0,11.0,48.13703,11.55644,6.0,1.5,3.0,3.0,2.0,1125,2.0,1125.0,1,1,5,37,76.0,16.0,2.0,4.91,4.89,4.91,4.92,4.99,4.81,4.78,1.0,1.0,0.0,0.0,0.66
269,01/02/2015,within an hour,100%,83%,"['email', 'phone', 'work_email']",Sendling,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Coffee maker"", ""Keypad"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Elevator"", ""Dedicated workspace"", ""Hangers"", ""Washer"", ""Microwave"", ""Iron"", ""Free street parking"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Paid parking on premises"", ""Private patio or balcony"", ""Kitchen"", ""Wifi"", ""36 inch HDTV with standard cable""]",$75.00,t,27/08/2016,17/07/2023,f,410,27067309,5.0,5.0,48.12545,11.54063,2.0,1.0,1.0,2.0,3.0,1124,3.2,1124.0,24,54,84,174,19.0,0.0,0.0,4.37,4.58,4.21,4.63,4.89,4.58,4.26,1.0,1.0,0.0,0.0,0.19
270,10/02/2015,within a day,100%,90%,"['email', 'phone']",Neuhausen-Nymphenburg,Entire home,Entire home/apt,1 bath,"[""HDTV"", ""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Dishes and silverware"", ""Blender"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Microwave"", ""Iron"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Fakultativ body soap"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Coffee"", ""Essentials"", ""Refrigerator"", ""Smoke alarm"", ""Central heating"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Toaster""]",$260.00,t,17/06/2015,25/08/2024,f,412,27523933,1.0,1.0,48.16511,11.5101,5.0,1.0,2.0,4.0,3.0,90,3.0,90.0,17,44,70,321,61.0,12.0,0.0,4.33,4.56,4.28,4.79,4.74,4.59,4.21,1.0,1.0,0.0,0.0,0.54
271,26/08/2014,within an hour,100%,100%,"['email', 'phone']",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Private room in condo,Private room,1 shared bath,"[""Hot water kettle"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Backyard"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Radiant heating"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Free street parking"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Trash compactor"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""TV with standard cable"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Shared hot tub"", ""Drying rack for clothing"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Carbon monoxide alarm"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap""]",$122.00,t,04/03/2015,22/09/2024,f,417,20571589,1.0,3.0,48.09008,11.4808,2.0,1.0,1.0,1.0,1.0,1125,1.0,1125.0,0,0,2,2,71.0,36.0,5.0,4.86,4.87,4.83,4.9,4.94,4.62,4.8,1.0,0.0,1.0,0.0,0.61
272,28/02/2015,within an hour,100%,100%,"['email', 'phone']",Ludwigsvorstadt-Isarvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Heating"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Washer"", ""Microwave"", ""Iron"", ""Paid parking off premises"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Essentials"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",$274.00,t,16/05/2015,08/09/2024,f,418,28482431,5.0,5.0,48.13123,11.57934,2.0,1.0,1.0,1.0,1.0,185,1.0,1125.0,13,29,52,142,30.6,41.0,2.0,4.53,4.63,4.72,4.79,4.61,4.89,4.46,5.0,5.0,0.0,0.0,3.54
273,17/03/2015,within a day,100%,50%,"['email', 'phone', 'work_email']",Schwabing-Freimann,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Hangers"", ""TV"", ""Heating"", ""Washer"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Private entrance"", ""Patio or balcony"", ""Bed linens""]",$207.00,t,18/09/2020,18/09/2020,f,421,29515335,1.0,4.0,48.15571,11.58727,2.0,1.0,1.0,1.0,7.0,30,7.1,30.0,0,27,57,57,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.02
274,13/02/2015,within an hour,100%,87%,"['email', 'phone']",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Private room in home,Private room,1 private bath,"[""Heating"", ""Hot water kettle"", ""Free parking on premises"", ""Dishes and silverware"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Free street parking"", ""Room-darkening shades"", ""Patio or balcony"", ""Bathtub"", ""Hot water"", ""Hair dryer"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Refrigerator"", ""Private living room"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Wifi""]",$114.00,t,26/05/2015,23/09/2024,f,422,27695764,1.0,1.0,48.09071,11.49356,2.0,1.0,1.0,1.0,2.0,10,2.0,10.0,10,12,27,207,145.0,17.0,2.0,4.93,4.97,4.94,4.97,4.98,4.88,4.94,1.0,0.0,1.0,0.0,1.28
275,23/03/2015,a few days or more,33%,40%,"['email', 'phone']",Sendling-Westpark,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Heating"", ""Free parking on premises"", ""Coffee maker"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Host greets you"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""Washer"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""Lock on bedroom door"", ""Hot water"", ""Shared backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV with standard cable"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",$105.00,t,23/09/2016,02/10/2023,f,423,29844020,2.0,3.0,48.112999,11.51759,1.0,1.0,1.0,1.0,2.0,31,2.0,31.0,0,0,23,112,23.0,1.0,0.0,4.87,4.74,4.65,5.0,5.0,4.83,4.61,2.0,0.0,2.0,0.0,0.24
276,04/02/2014,within a few hours,100%,88%,"['email', 'phone']",Maxvorstadt,Entire loft,Entire home/apt,1 bath,"[""Dedicated workspace"", ""Heating"", ""Washer"", ""Coffee maker"", ""Private patio or balcony"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Host greets you"", ""Wifi"", ""Backyard"", ""Shampoo"", ""Refrigerator""]",$119.00,t,26/07/2015,20/05/2024,t,424,11930634,8.0,10.0,48.15495,11.56392,2.0,1.0,1.0,2.0,10.0,120,10.0,1125.0,17,47,77,352,10.0,2.0,0.0,4.6,4.8,4.8,4.5,4.5,4.9,4.8,3.0,3.0,0.0,0.0,0.09
277,17/06/2013,within a few hours,100%,85%,"['email', 'phone']",Ludwigsvorstadt-Isarvorstadt,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Dishes and silverware"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""Laundromat nearby"", ""Iron"", ""Freezer"", ""Lock on bedroom door"", ""Free washer \u2013 In building"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Gas stove"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Toaster""]",$185.00,t,27/04/2015,18/09/2024,f,426,6953851,1.0,2.0,48.12709,11.55828,2.0,1.0,1.0,1.0,3.0,30,3.0,30.0,6,32,62,152,149.0,18.0,1.0,4.99,4.99,4.98,4.97,4.98,4.94,4.92,1.0,0.0,1.0,0.0,1.3
278,31/03/2015,within an hour,100%,100%,"['email', 'phone']",Feldmoching-Hasenbergl,Private room in rental unit,Private room,1 shared bath,"[""Smoke alarm"", ""Heating"", ""Hair dryer"", ""Pets allowed"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Host greets you""]",$80.00,t,12/05/2015,20/09/2024,t,428,30357016,1.0,1.0,48.21512,11.55488,2.0,1.0,1.0,1.0,1.0,1125,1.0,1125.0,3,28,53,217,30.6,39.0,5.0,4.86,4.91,4.95,4.89,4.9,4.68,4.85,1.0,0.0,1.0,0.0,4.95
279,24/07/2013,within a few hours,100%,38%,"['email', 'phone']",Au-Haidhausen,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""TV"", ""Heating"", ""Hot water kettle"", ""Hair dryer"", ""Other stove"", ""Kitchen"", ""Wifi"", ""Refrigerator""]",$140.00,t,07/05/2015,02/12/2019,f,429,7688020,1.0,1.0,48.12953,11.59518,2.0,1.0,1.0,1.0,1.0,1125,1.0,1125.0,3,9,39,314,18.0,0.0,0.0,4.78,4.81,4.71,5.0,4.82,4.94,4.56,1.0,1.0,0.0,0.0,0.16
280,30/06/2013,within a few hours,100%,94%,"['email', 'phone', 'work_email']",Schwanthalerhöhe,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Iron"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Private entrance"", ""HDTV with standard cable"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Coffee"", ""Essentials"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Shampoo"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Toaster""]",$280.00,t,21/04/2015,06/09/2024,f,431,7201731,1.0,1.0,48.13607,11.5454,2.0,1.0,1.0,1.0,2.0,93,2.0,93.0,8,22,39,286,212.0,30.0,2.0,4.82,4.9,4.91,4.93,4.92,4.83,4.68,1.0,1.0,0.0,0.0,1.85
281,01/09/2013,within an hour,100%,100%,"['email', 'phone']",Au-Haidhausen,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Heating"", ""Toaster"", ""Hot water kettle"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Park view"", ""Dishes and silverware"", ""Blender"", ""Host greets you"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Outdoor playground"", ""Children\u2019s bikes"", ""Free washer \u2013 In unit"", ""Hangers"", ""Dedicated workspace"", ""Iron"", ""Coffee maker: Nespresso"", ""Freezer"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Baby bath"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Electric stove"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Shampoo"", ""Changing table"", ""Refrigerator"", ""Smoke alarm"", ""Baking sheet"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Private patio or balcony"", ""Board games"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Mini fridge"", ""Body soap"", ""Clothing storage: dresser"", ""40 inch HDTV with Amazon Prime Video, Netflix, standard cable""]",$242.00,t,06/05/2015,22/09/2024,f,433,8563860,1.0,1.0,48.12708,11.60146,2.0,1.0,1.0,2.0,1.0,31,1.0,1125.0,25,30,51,182,256.0,26.0,4.0,4.91,4.95,4.99,4.88,4.9,4.96,4.81,1.0,0.0,1.0,0.0,2.24
